rating_id,student_id,course_id,rating_date,rating,review_text,difficulty_rating,content_quality,instructor_rating,would_recommend
R1420,S117,C032,2024-02-08,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,3,2,True
R1421,S090,C015,2024-02-15,5,"Nội dung chi tiết, rõ ràng và thực tế.",5,4,4,True
R1422,S051,C004,2024-03-31,5,"Nội dung chi tiết, rõ ràng và thực tế.",5,4,1,True
R1423,S009,C015,2024-03-30,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,5,3,True
R1424,S112,C007,2024-03-21,3,Học xong có thêm kiến thức nhưng chưa sâu.,1,3,4,False
R1425,S068,C016,2024-02-09,4,"Nội dung chi tiết, rõ ràng và thực tế.",3,3,1,True
R1426,S022,C018,2024-03-03,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",5,2,1,True
R1427,S024,C015,2024-02-19,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",1,3,3,True
R1428,S064,C034,2024-02-18,3,"Tạm ổn, phù hợp với người mới bắt đầu.",5,2,3,True
R1429,S060,C025,2024-02-15,3,Không quá xuất sắc nhưng cũng không tệ.,5,5,2,False
R1430,S013,C021,2024-02-07,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",4,1,4,True
R1431,S026,C033,2024-03-16,4,"Nội dung chi tiết, rõ ràng và thực tế.",1,5,3,True
R1432,S106,C018,2024-03-21,2,Mình không hài lòng với khóa học này.,4,1,2,False
R1433,S109,C004,2024-02-04,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,2,4,True
R1434,S004,C012,2024-03-16,5,"Nội dung chi tiết, rõ ràng và thực tế.",5,4,1,True
R1435,S017,C001,2024-03-14,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,4,1,True
R1436,S097,C018,2024-01-26,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",4,3,5,True
R1437,S042,C004,2024-02-10,1,Mình không hài lòng với khóa học này.,4,4,5,False
R1438,S067,C005,2024-03-11,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,1,4,3,False
R1439,S007,C007,2024-01-22,3,"Tạm ổn, phù hợp với người mới bắt đầu.",3,4,5,False
R1440,S060,C022,2024-03-29,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,4,1,True
R1441,S061,C011,2024-03-17,1,Mình không hài lòng với khóa học này.,2,5,3,False
R1442,S036,C004,2024-01-20,5,"Nội dung chi tiết, rõ ràng và thực tế.",3,4,3,True
R1443,S025,C035,2024-03-27,2,Nội dung chưa rõ ràng và hơi khó hiểu.,3,4,2,False
R1444,S112,C010,2024-01-12,2,"Trải nghiệm học không tốt, cần cải thiện.",4,2,5,False
R1445,S030,C018,2024-02-27,1,Nội dung chưa rõ ràng và hơi khó hiểu.,3,3,2,False
R1446,S061,C009,2024-02-24,5,"Khóa học tuyệt vời, highly recommend.",3,1,5,True
R1447,S017,C020,2024-01-15,2,Chất lượng bài giảng chưa tốt.,2,1,3,False
R1448,S112,C012,2024-02-13,5,"Nội dung chi tiết, rõ ràng và thực tế.",4,2,5,True
R1449,S005,C028,2024-02-25,2,Mình không hài lòng với khóa học này.,5,1,2,False
R1450,S115,C020,2024-03-02,2,"Trải nghiệm học không tốt, cần cải thiện.",5,3,5,False
R1451,S024,C005,2024-01-08,2,"Trải nghiệm học không tốt, cần cải thiện.",1,4,2,False
R1452,S064,C002,2024-03-06,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,5,3,True
R1453,S031,C014,2024-01-21,1,Khóa học chưa đáp ứng được kỳ vọng.,2,1,3,False
R1454,S107,C023,2024-03-19,1,Mình không hài lòng với khóa học này.,1,5,4,False
R1455,S060,C001,2024-02-27,3,"Tạm ổn, phù hợp với người mới bắt đầu.",3,1,4,True
R1456,S107,C005,2024-03-25,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,5,4,True
R1457,S096,C015,2024-02-13,2,Nội dung chưa rõ ràng và hơi khó hiểu.,5,2,3,False
R1458,S020,C018,2024-02-13,3,Học xong có thêm kiến thức nhưng chưa sâu.,4,2,4,False
R1459,S052,C002,2024-02-14,1,"Trải nghiệm học không tốt, cần cải thiện.",1,3,4,False
R1460,S100,C020,2024-01-01,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,5,1,True
R1461,S072,C016,2024-03-01,4,"Khóa học tuyệt vời, highly recommend.",1,3,5,True
R1462,S095,C033,2024-02-20,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,4,1,True
R1463,S011,C006,2024-01-10,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,5,1,True
R1464,S033,C017,2024-01-25,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,3,1,True
R1465,S073,C025,2024-03-28,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,2,4,True
R1466,S036,C027,2024-02-06,3,"Tạm ổn, phù hợp với người mới bắt đầu.",1,4,3,True
R1467,S065,C030,2024-03-18,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,4,3,True
R1468,S114,C020,2024-02-24,3,"Tạm ổn, phù hợp với người mới bắt đầu.",2,1,4,True
R1469,S096,C015,2024-02-18,2,Khóa học chưa đáp ứng được kỳ vọng.,2,4,1,False
R1470,S064,C031,2024-03-28,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,3,4,True
R1471,S095,C019,2024-03-16,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,4,4,True
R1472,S089,C022,2024-02-27,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,2,1,True
R1473,S056,C008,2024-01-27,1,"Trải nghiệm học không tốt, cần cải thiện.",1,1,4,False
R1474,S107,C030,2024-01-27,2,Khóa học chưa đáp ứng được kỳ vọng.,5,5,5,False
R1475,S008,C030,2024-02-13,4,"Nội dung chi tiết, rõ ràng và thực tế.",2,4,4,True
R1476,S086,C029,2024-03-21,5,"Khóa học tuyệt vời, highly recommend.",3,5,4,True
R1477,S021,C007,2024-01-16,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",4,1,2,True
R1478,S118,C028,2024-03-01,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",3,5,2,True
R1479,S002,C029,2024-02-21,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",3,3,4,True
R1480,S099,C034,2024-03-23,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,5,1,True
R1481,S109,C015,2024-02-24,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",2,2,3,True
R1482,S020,C013,2024-01-28,2,Khóa học chưa đáp ứng được kỳ vọng.,3,1,4,False
R1483,S104,C034,2024-02-12,1,Khóa học chưa đáp ứng được kỳ vọng.,4,4,1,False
R1484,S040,C018,2024-03-23,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,1,2,True
R1485,S064,C015,2024-01-21,1,Nội dung chưa rõ ràng và hơi khó hiểu.,2,3,1,False
R1486,S032,C006,2024-03-17,2,Nội dung chưa rõ ràng và hơi khó hiểu.,2,2,3,False
R1487,S041,C012,2024-03-21,5,"Nội dung chi tiết, rõ ràng và thực tế.",4,2,1,True
R1488,S046,C016,2024-02-12,3,"Tạm ổn, phù hợp với người mới bắt đầu.",1,1,1,False
R1489,S013,C016,2024-01-17,3,"Tạm ổn, phù hợp với người mới bắt đầu.",5,1,3,True
R1490,S082,C011,2024-03-25,4,"Khóa học tuyệt vời, highly recommend.",2,4,1,True
R1491,S009,C004,2024-02-08,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,2,4,True
R1492,S022,C018,2024-03-12,2,Nội dung chưa rõ ràng và hơi khó hiểu.,2,3,5,False
R1493,S086,C029,2024-03-08,3,"Tạm ổn, phù hợp với người mới bắt đầu.",2,3,3,True
R1494,S001,C012,2024-03-20,5,"Khóa học tuyệt vời, highly recommend.",5,2,3,True
R1495,S112,C019,2024-01-04,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",2,4,2,False
R1496,S060,C019,2024-01-24,3,"Tạm ổn, phù hợp với người mới bắt đầu.",4,1,5,False
R1497,S086,C002,2024-02-10,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",1,3,5,True
R1498,S047,C023,2024-03-15,2,"Trải nghiệm học không tốt, cần cải thiện.",5,3,3,False
R1499,S060,C025,2024-02-04,5,"Khóa học tuyệt vời, highly recommend.",1,1,3,True
R1500,S073,C010,2024-03-07,4,"Nội dung chi tiết, rõ ràng và thực tế.",2,1,1,True
R1501,S074,C011,2024-02-25,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,4,1,True
R1502,S031,C025,2024-03-09,4,"Khóa học tuyệt vời, highly recommend.",4,4,4,True
R1503,S011,C004,2024-03-10,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,3,3,True
R1504,S046,C016,2024-03-26,2,Mình không hài lòng với khóa học này.,2,5,1,False
R1505,S003,C033,2024-03-15,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,3,5,True
R1506,S033,C032,2024-03-18,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,5,4,True
R1507,S072,C032,2024-03-15,3,Học xong có thêm kiến thức nhưng chưa sâu.,3,2,3,True
R1508,S120,C023,2024-02-22,1,Chất lượng bài giảng chưa tốt.,3,1,2,False
R1509,S022,C001,2024-02-13,4,"Nội dung chi tiết, rõ ràng và thực tế.",1,4,4,True
R1510,S115,C025,2024-03-22,2,Chất lượng bài giảng chưa tốt.,1,3,1,False
R1511,S014,C031,2024-02-29,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,1,5,True
R1512,S108,C022,2024-01-16,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",3,5,2,True
R1513,S013,C032,2024-03-02,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",3,2,1,True
R1514,S027,C022,2024-03-02,3,Học xong có thêm kiến thức nhưng chưa sâu.,3,3,4,False
R1515,S040,C005,2024-03-25,1,Nội dung chưa rõ ràng và hơi khó hiểu.,2,2,1,False
R1516,S059,C025,2024-03-14,4,"Khóa học tuyệt vời, highly recommend.",4,5,4,True
R1517,S057,C029,2024-03-17,1,Chất lượng bài giảng chưa tốt.,5,4,5,False
R1518,S069,C021,2024-03-25,3,Học xong có thêm kiến thức nhưng chưa sâu.,3,4,5,True
R1519,S086,C022,2024-03-23,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",4,1,2,True
R1520,S039,C016,2024-03-19,5,"Khóa học tuyệt vời, highly recommend.",3,3,4,True
R1521,S038,C001,2024-03-02,4,"Khóa học tuyệt vời, highly recommend.",2,1,5,True
R1522,S120,C032,2024-03-20,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,1,3,True
R1523,S111,C001,2024-02-07,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",3,2,5,True
R1524,S012,C013,2024-01-27,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,4,1,True
R1525,S101,C029,2024-03-15,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,4,4,True
R1526,S042,C001,2024-02-11,5,"Nội dung chi tiết, rõ ràng và thực tế.",3,2,2,True
R1527,S093,C034,2024-03-16,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,2,5,True
R1528,S037,C025,2024-02-08,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,2,2,True
R1529,S043,C006,2024-02-10,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,1,2,True
R1530,S030,C020,2024-01-27,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",2,1,1,False
R1531,S092,C018,2024-03-01,1,Nội dung chưa rõ ràng và hơi khó hiểu.,4,5,1,False
R1532,S078,C025,2024-01-04,3,"Tạm ổn, phù hợp với người mới bắt đầu.",4,4,1,True
R1533,S066,C019,2024-02-14,1,Mình không hài lòng với khóa học này.,1,1,4,False
R1534,S006,C015,2024-03-05,2,Chất lượng bài giảng chưa tốt.,5,1,5,False
R1535,S024,C016,2024-03-27,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,4,3,True
R1536,S114,C005,2024-03-17,4,"Nội dung chi tiết, rõ ràng và thực tế.",4,1,4,True
R1537,S083,C027,2024-02-11,4,"Khóa học tuyệt vời, highly recommend.",2,3,1,True
R1538,S116,C015,2024-03-23,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",2,4,5,True
R1539,S080,C022,2024-03-14,2,Khóa học chưa đáp ứng được kỳ vọng.,5,4,4,False
R1540,S041,C013,2024-01-14,3,"Tạm ổn, phù hợp với người mới bắt đầu.",2,1,2,True
R1541,S032,C030,2024-03-15,4,"Nội dung chi tiết, rõ ràng và thực tế.",2,4,4,True
R1542,S107,C013,2024-02-15,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",4,4,2,True
R1543,S095,C022,2024-03-05,4,"Khóa học tuyệt vời, highly recommend.",3,2,2,True
R1544,S118,C024,2024-03-29,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,5,2,True
R1545,S014,C006,2024-02-22,2,Mình không hài lòng với khóa học này.,2,5,3,False
R1546,S099,C020,2024-02-22,2,Khóa học chưa đáp ứng được kỳ vọng.,5,4,4,False
R1547,S086,C001,2024-01-25,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,4,4,3,True
R1548,S014,C017,2024-03-22,1,Mình không hài lòng với khóa học này.,2,5,2,False
R1549,S041,C017,2024-03-12,3,"Tạm ổn, phù hợp với người mới bắt đầu.",1,5,4,True
R1550,S040,C009,2024-03-19,4,"Nội dung chi tiết, rõ ràng và thực tế.",1,5,4,True
R1551,S014,C009,2024-02-06,4,"Khóa học tuyệt vời, highly recommend.",4,5,4,True
R1552,S111,C006,2024-03-12,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",5,4,3,False
R1553,S007,C002,2024-03-01,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,4,5,True
R1554,S050,C002,2024-03-28,1,Khóa học chưa đáp ứng được kỳ vọng.,4,1,4,False
R1555,S081,C023,2024-03-27,1,Nội dung chưa rõ ràng và hơi khó hiểu.,2,5,5,False
R1556,S052,C030,2024-02-21,5,"Nội dung chi tiết, rõ ràng và thực tế.",2,3,3,True
R1557,S008,C033,2024-02-27,4,"Khóa học tuyệt vời, highly recommend.",4,2,4,True
R1558,S070,C002,2024-03-06,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,1,5,True
R1559,S037,C013,2024-03-14,3,"Tạm ổn, phù hợp với người mới bắt đầu.",3,3,5,True
R1560,S033,C007,2024-03-26,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,4,5,3,False
R1561,S005,C022,2024-02-28,1,"Trải nghiệm học không tốt, cần cải thiện.",1,1,2,False
R1562,S068,C029,2024-01-24,2,Chất lượng bài giảng chưa tốt.,3,1,5,False
R1563,S021,C015,2024-01-23,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",1,2,4,True
R1564,S069,C027,2024-02-09,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",3,1,3,True
R1565,S036,C023,2024-03-02,3,Không quá xuất sắc nhưng cũng không tệ.,2,5,1,False
R1566,S067,C030,2024-02-06,5,"Khóa học tuyệt vời, highly recommend.",4,2,3,True
R1567,S026,C033,2024-03-16,1,Chất lượng bài giảng chưa tốt.,1,1,2,False
R1568,S093,C033,2024-03-05,4,"Khóa học tuyệt vời, highly recommend.",5,1,3,True
R1569,S043,C015,2024-02-24,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,1,2,True
R1570,S062,C015,2024-01-02,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,2,4,True
R1571,S096,C026,2024-01-29,2,Nội dung chưa rõ ràng và hơi khó hiểu.,2,1,2,False
R1572,S043,C011,2024-01-21,1,Nội dung chưa rõ ràng và hơi khó hiểu.,4,5,2,False
R1573,S011,C011,2024-02-18,4,"Nội dung chi tiết, rõ ràng và thực tế.",2,2,2,True
R1574,S052,C023,2024-02-02,1,"Trải nghiệm học không tốt, cần cải thiện.",2,1,2,False
R1575,S062,C011,2024-01-31,4,"Nội dung chi tiết, rõ ràng và thực tế.",5,2,4,True
R1576,S099,C005,2024-01-11,2,Chất lượng bài giảng chưa tốt.,1,2,3,False
R1577,S014,C018,2024-02-13,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",3,4,4,True
R1578,S082,C005,2024-01-04,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",4,3,4,True
R1579,S089,C023,2024-03-26,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",4,5,3,True
R1580,S067,C027,2024-03-23,2,Khóa học chưa đáp ứng được kỳ vọng.,1,5,4,False
R1581,S114,C017,2024-02-27,5,"Khóa học tuyệt vời, highly recommend.",3,5,4,True
R1582,S020,C030,2024-03-31,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,4,4,True
R1583,S035,C006,2024-02-23,1,Chất lượng bài giảng chưa tốt.,5,4,2,False
R1584,S058,C023,2024-03-03,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,4,1,True
R1585,S082,C007,2024-01-31,2,"Trải nghiệm học không tốt, cần cải thiện.",1,4,3,False
R1586,S019,C035,2024-03-21,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,3,3,True
R1587,S051,C025,2024-03-31,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,2,5,2,True
R1588,S043,C019,2024-01-06,1,Mình không hài lòng với khóa học này.,2,2,3,False
R1589,S077,C014,2024-02-22,3,Học xong có thêm kiến thức nhưng chưa sâu.,3,1,2,True
R1590,S032,C011,2024-02-09,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,1,2,4,False
R1591,S023,C015,2024-02-20,5,"Khóa học tuyệt vời, highly recommend.",4,4,4,True
R1592,S110,C009,2024-02-24,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",1,4,5,True
R1593,S023,C001,2024-02-05,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,2,2,True
R1594,S119,C014,2024-01-24,4,"Nội dung chi tiết, rõ ràng và thực tế.",4,2,1,True
R1595,S120,C026,2024-03-29,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,4,3,True
R1596,S107,C017,2024-03-25,4,"Khóa học tuyệt vời, highly recommend.",5,5,1,True
R1597,S027,C022,2024-03-03,3,Không quá xuất sắc nhưng cũng không tệ.,1,2,2,True
R1598,S017,C005,2024-03-16,2,Mình không hài lòng với khóa học này.,2,4,3,False
R1599,S022,C023,2024-03-23,4,"Nội dung chi tiết, rõ ràng và thực tế.",1,3,3,True
R1600,S022,C014,2024-03-13,4,"Nội dung chi tiết, rõ ràng và thực tế.",1,4,2,True
R1601,S005,C025,2024-01-16,4,"Khóa học tuyệt vời, highly recommend.",1,2,2,True
R1602,S051,C004,2024-03-31,2,Nội dung chưa rõ ràng và hơi khó hiểu.,3,4,3,False
R1603,S005,C028,2024-03-09,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,5,5,True
R1604,S058,C021,2024-03-16,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,5,4,True
R1605,S016,C006,2024-01-09,4,"Khóa học tuyệt vời, highly recommend.",2,5,1,True
R1606,S001,C006,2024-03-31,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",4,2,1,True
R1607,S079,C026,2024-03-31,5,"Khóa học tuyệt vời, highly recommend.",3,5,4,True
R1608,S075,C012,2024-03-17,5,"Khóa học tuyệt vời, highly recommend.",4,3,2,True
R1609,S044,C031,2024-02-08,2,Mình không hài lòng với khóa học này.,1,3,2,False
R1610,S048,C016,2024-03-24,2,Chất lượng bài giảng chưa tốt.,1,2,4,False
R1611,S047,C027,2024-01-13,4,"Khóa học tuyệt vời, highly recommend.",5,4,5,True
R1612,S096,C012,2024-02-04,2,Chất lượng bài giảng chưa tốt.,3,1,2,False
R1613,S004,C001,2024-01-24,5,"Nội dung chi tiết, rõ ràng và thực tế.",4,1,1,True
R1614,S051,C007,2024-03-31,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,3,3,True
R1615,S047,C020,2024-01-24,2,Mình không hài lòng với khóa học này.,2,1,2,False
R1616,S002,C022,2024-03-09,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,3,5,True
R1617,S040,C010,2024-03-26,5,"Khóa học tuyệt vời, highly recommend.",3,4,1,True
R1618,S045,C026,2024-01-19,3,"Tạm ổn, phù hợp với người mới bắt đầu.",4,3,1,True
R1619,S118,C029,2024-02-29,3,Học xong có thêm kiến thức nhưng chưa sâu.,2,3,1,True
R1620,S092,C009,2024-01-30,2,Nội dung chưa rõ ràng và hơi khó hiểu.,3,5,4,False
R1621,S067,C028,2024-03-15,2,Chất lượng bài giảng chưa tốt.,1,5,4,False
R1622,S086,C026,2024-01-28,2,Chất lượng bài giảng chưa tốt.,5,3,4,False
R1623,S117,C014,2024-02-15,2,Mình không hài lòng với khóa học này.,3,4,2,False
R1624,S027,C017,2024-01-21,1,"Trải nghiệm học không tốt, cần cải thiện.",3,3,2,False
R1625,S097,C022,2024-03-22,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,2,4,True
R1626,S018,C031,2024-02-27,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,3,4,4,False
R1627,S036,C011,2024-01-09,3,Học xong có thêm kiến thức nhưng chưa sâu.,1,4,5,True
R1628,S004,C009,2024-03-15,5,"Nội dung chi tiết, rõ ràng và thực tế.",3,4,4,True
R1629,S036,C014,2024-02-05,2,"Trải nghiệm học không tốt, cần cải thiện.",4,3,3,False
R1630,S011,C012,2024-02-19,2,Khóa học chưa đáp ứng được kỳ vọng.,3,1,5,False
R1631,S079,C012,2024-02-27,1,Chất lượng bài giảng chưa tốt.,2,4,4,False
R1632,S042,C026,2024-03-06,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,1,4,True
R1633,S060,C035,2024-03-06,3,Không quá xuất sắc nhưng cũng không tệ.,3,1,3,False
R1634,S032,C035,2024-03-02,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",4,1,3,True
R1635,S076,C021,2024-01-15,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",4,2,5,True
R1636,S097,C023,2024-03-01,3,Không quá xuất sắc nhưng cũng không tệ.,3,3,4,False
R1637,S056,C015,2024-02-06,1,Mình không hài lòng với khóa học này.,5,4,4,False
R1638,S065,C010,2024-03-22,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,5,1,True
R1639,S120,C026,2024-03-25,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",3,2,3,True
R1640,S046,C014,2024-03-19,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,4,4,True
R1641,S105,C016,2024-03-22,1,Mình không hài lòng với khóa học này.,1,3,5,False
R1642,S007,C011,2024-02-16,2,Chất lượng bài giảng chưa tốt.,2,4,4,False
R1643,S013,C009,2024-03-01,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,4,4,1,False
R1644,S091,C029,2024-03-07,5,"Nội dung chi tiết, rõ ràng và thực tế.",1,1,1,True
R1645,S111,C016,2024-02-13,2,Chất lượng bài giảng chưa tốt.,1,5,1,False
R1646,S022,C030,2024-01-31,3,Không quá xuất sắc nhưng cũng không tệ.,2,1,1,True
R1647,S012,C008,2024-03-26,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,4,4,True
R1648,S009,C035,2024-01-30,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",5,4,5,True
R1649,S017,C006,2024-03-19,5,"Khóa học tuyệt vời, highly recommend.",5,2,2,True
R1650,S060,C001,2024-01-03,3,"Tạm ổn, phù hợp với người mới bắt đầu.",1,5,3,True
R1651,S062,C027,2024-02-08,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,2,4,4,False
R1652,S064,C030,2024-02-22,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,1,2,True
R1653,S013,C026,2024-03-25,2,Chất lượng bài giảng chưa tốt.,5,1,5,False
R1654,S069,C017,2024-03-22,2,Chất lượng bài giảng chưa tốt.,5,4,3,False
R1655,S007,C027,2024-02-14,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,4,4,True
R1656,S019,C021,2024-02-24,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,3,2,True
R1657,S075,C023,2024-03-01,3,Không quá xuất sắc nhưng cũng không tệ.,1,1,3,True
R1658,S022,C004,2024-03-15,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,2,4,True
R1659,S112,C026,2024-03-13,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,4,3,3,True
R1660,S003,C001,2024-01-26,2,Chất lượng bài giảng chưa tốt.,3,5,2,False
R1661,S104,C035,2024-01-19,3,Không quá xuất sắc nhưng cũng không tệ.,5,3,1,False
R1662,S044,C008,2024-01-28,3,"Tạm ổn, phù hợp với người mới bắt đầu.",2,1,2,True
R1663,S104,C033,2024-02-24,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,5,1,True
R1664,S055,C011,2024-01-10,3,Học xong có thêm kiến thức nhưng chưa sâu.,2,4,4,True
R1665,S092,C010,2024-02-26,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,1,1,5,True
R1666,S012,C013,2024-01-29,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,5,5,True
R1667,S041,C029,2024-02-21,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",3,4,4,True
R1668,S075,C020,2024-01-24,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,1,3,4,True
R1669,S009,C026,2024-02-20,3,Không quá xuất sắc nhưng cũng không tệ.,5,5,4,False
R1670,S061,C034,2024-03-28,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",3,3,3,True
R1671,S096,C012,2024-01-14,2,Mình không hài lòng với khóa học này.,5,3,1,False
R1672,S004,C033,2024-01-16,1,Khóa học chưa đáp ứng được kỳ vọng.,3,1,1,False
R1673,S014,C013,2024-03-01,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,1,4,True
R1674,S093,C016,2024-02-17,1,Khóa học chưa đáp ứng được kỳ vọng.,4,3,1,False
R1675,S105,C026,2024-02-28,3,Học xong có thêm kiến thức nhưng chưa sâu.,4,3,4,False
R1676,S120,C016,2024-03-13,2,Chất lượng bài giảng chưa tốt.,5,5,2,False
R1677,S001,C022,2024-03-24,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,2,3,True
R1678,S017,C008,2024-03-10,2,Chất lượng bài giảng chưa tốt.,5,1,5,False
R1679,S079,C004,2024-02-15,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,5,1,True
R1680,S078,C008,2024-03-14,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,5,5,True
R1681,S101,C004,2024-01-21,1,Mình không hài lòng với khóa học này.,1,3,1,False
R1682,S037,C004,2024-01-31,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,2,2,1,False
R1683,S041,C023,2024-03-14,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",3,1,3,True
R1684,S103,C022,2024-02-17,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,3,2,True
R1685,S094,C030,2024-01-30,2,Mình không hài lòng với khóa học này.,2,5,5,False
